0.018	0
0.049	0
0.082	0
0.116	0
0.149	0
0.182	0
0.216	0
0.249	0
0.282	0
0.316	0
0.350	0
0.383	0
0.416	0
0.450	0
0.483	0
0.516	0
0.549	0
0.582	0
0.617	0
0.649	0
0.683	0
0.717	0
0.750	0
0.783	0
0.816	0
0.850	0
0.883	0
0.916	0
0.950	0
0.983	0
1.017	0
1.050	0
1.083	0
1.116	0
1.150	0
1.183	0
1.216	0
1.250	0
1.283	0
1.316	0
1.350	0
1.383	0
1.417	0
1.451	0
1.483	0
1.517	0
1.550	0
1.583	0
1.617	0
1.650	0
1.683	0
1.716	0
1.751	0
1.784	0
1.817	0
1.850	0
1.884	0
1.917	0
1.950	0
1.983	0
2.017	0
2.051	0
2.084	0
2.118	0
2.151	0
2.184	0
2.217	0
2.251	0
2.284	0
2.317	0
2.350	0
2.384	0
2.417	0
2.450	0
2.483	0
2.518	0
2.551	0
2.583	0
2.618	0
2.651	0
2.684	0
2.718	0
2.751	0
2.784	0
2.818	0
2.851	0
2.884	0
2.917	0
2.950	0
2.984	0
3.018	0
3.051	0
3.084	0
3.118	0
3.151	0
3.184	0
3.217	0
3.251	0
3.285	0
3.318	0
3.351	0
3.384	0
3.417	0
3.451	0
3.484	0
3.518	0
3.551	0
3.584	0
3.617	0
3.651	0
3.684	0
3.718	0
3.751	0
3.784	0
3.818	0
3.851	0
3.884	0
3.917	0
3.951	0
3.984	0
4.018	0
4.051	0
4.084	0
4.118	0
4.151	0
4.184	0
4.218	0
4.251	0
4.284	0
4.318	0
4.351	0
4.384	0
4.418	0
4.452	0
4.484	0
4.519	0
4.551	0
4.585	0
4.618	0
4.652	0
4.684	0
4.719	0
4.751	0
4.785	0
4.818	0
4.852	0
4.884	0
4.918	0
4.951	0
4.984	0
5.018	0
5.052	0
5.086	0
5.119	0
5.151	0
5.185	0
5.219	0
5.252	0
5.285	0
5.319	0
5.352	0
5.385	0
5.418	0
5.452	0
5.485	0
5.519	0
5.552	0
5.586	0
5.619	0
5.653	0
5.686	0
5.719	0
5.752	0
5.786	0
5.819	0
5.853	0
5.886	0
5.919	0
5.952	0
5.984	0
6.019	0
6.052	0
6.086	0
6.119	0
6.152	0
6.186	0
6.219	0
6.252	0
6.286	0
6.319	0
6.352	0
6.386	0
6.419	0
6.453	0
6.486	0
6.519	0
6.553	0
6.586	0
6.619	0
6.652	0
6.686	0
6.719	0
6.752	0
6.786	0
6.819	0
6.853	0
6.886	0
6.919	0
6.953	0
6.986	0
